drzava;ime_priimek;pozicija;rojstni_datum;leto
CRO;Ivan Vargić;VRATAR;15031987;2016
CRO;Lovre Kalinić;VRATAR;3041990;2016
CRO;Ivan Strinić;BRANILEC;17071987;2016
CRO;Mateo Kovačić;VEZNI IGRALEC;6051994;2016
CRO;Andrej Kramarić;NAPADALEC;19061991;2016
CRO;Luka Modrić;VEZNI IGRALEC;9091985;2016
CRO;Gordon Schildenfeld;BRANILEC;18031985;2016
CRO;Marcelo Brozović;VEZNI IGRALEC;16111992;2016
CRO;Mario Mandžukić;NEZNANO;21051986;2016
CRO;Ante Ćorić;VEZNI IGRALEC;14041997;2016
CRO;Domagoj Vida;BRANILEC;29041989;2016
CRO;Duje Čop;NAPADALEC;1021990;2016
CRO;Danijel Subašić;NEZNANO;27101984;2016
CRO;Šime Vrsaljko;BRANILEC;10011992;2016
CRO;Ivan Perišić;NAPADALEC;2021989;2016
CRO;Vedran Ćorluka;NEZNANO;5021986;2016
CRO;Tin Jedvaj;BRANILEC;28111995;2016
CRO;Ivan Rakitić;VEZNI IGRALEC;10031988;2016
CRO;Darijo Srna;BRANILEC;1051982;2016
CRO;Marko Rog;VEZNI IGRALEC;19071995;2016
CRO;Nikola Kalinić;NAPADALEC;5011988;2016
CRO;Milan Badelj;VEZNI IGRALEC;25021989;2016
CRO;Marko Pjaca;NAPADALEC;6051995;2016
TUR;Onur Kıvrak;VRATAR;1011988;2016
TUR;Harun Tekin;VRATAR;17061989;2016
TUR;Semih Kaya;BRANILEC;24021991;2016
TUR;Ahmet Çalık;BRANILEC;26021994;2016
GER;Nuri Şahin;VEZNI IGRALEC;5091988;2016
TUR;Hakan Çalhanoğlu;VEZNI IGRALEC;8021994;2016
TUR;Cenk Tosun;NAPADALEC;7061991;2016
TUR;Olcay Şahan;VEZNI IGRALEC;26051987;2016
TUR;Oğuzhan Özyakup;VEZNI IGRALEC;23091992;2016
TUR;Caner Erkin;BRANILEC;4101988;2016
TUR;Yunus Mallı;VEZNI IGRALEC;24021992;2016
TUR;Şener Özbayraklı;BRANILEC;23011990;2016
TUR;Volkan Babacan;VRATAR;11081988;2016
TUR;Hakan Balta;BRANILEC;23031983;2016
TUR;Gökhan Gönül;BRANILEC;4011985;2016
TUR;Selçuk İnan;VEZNI IGRALEC;10021985;2016
TUR;Arda Turan;NAPADALEC;30011987;2016
TUR;İsmail Köybaşı;BRANILEC;10071989;2016
TUR;Mehmet Topal;VEZNI IGRALEC;3031986;2016
TUR;Ozan Tufan;VEZNI IGRALEC;23031995;2016
TUR;Burak Yılmaz;NAPADALEC;15071985;2016
TUR;Volkan Şen;VEZNI IGRALEC;7071987;2016
TUR;Emre Mor;VEZNI IGRALEC;24071997;2016
CZE;Tomáš Vaclík;VRATAR;29031989;2016
CZE;Tomáš Koubek;VRATAR;26081992;2016
CZE;Michal Kadlec;BRANILEC;13121984;2016
CZE;Theodor Gebre Selassie;BRANILEC;24121986;2016
CZE;David Limberský;BRANILEC;6101983;2016
CZE;Tomáš Rosický;VEZNI IGRALEC;4101980;2016
CZE;Milan Škoda;NAPADALEC;16011986;2016
CZE;Daniel Kolář;VEZNI IGRALEC;27111985;2016
CZE;Marek Suchý;BRANILEC;29031988;2016
CZE;Josef Šural;VEZNI IGRALEC;30051990;2016
CZE;Jiří Skalák;VEZNI IGRALEC;12031992;2016
CZE;David Lafata;NEZNANO;18091981;2016
CZE;Petr Čech;VRATAR;20051982;2016
CZE;Pavel Kadeřábek;BRANILEC;25041992;2016
CZE;Roman Hubník;NEZNANO;6061984;2016
CZE;Tomáš Sivok;BRANILEC;15091983;2016
CZE;Tomáš Necid;NAPADALEC;13081989;2016
CZE;Bořek Dočkal;VEZNI IGRALEC;30091988;2016
CZE;Daniel Pudil;BRANILEC;27091985;2016
CZE;Jaroslav Plašil;VEZNI IGRALEC;5011982;2016
CZE;David Pavelka;VEZNI IGRALEC;18051991;2016
CZE;Ladislav Krejčí I;VEZNI IGRALEC;5071992;2016
CZE;Vladimír Darida;VEZNI IGRALEC;8081990;2016
GER;Bernd Leno;VRATAR;4031992;2016
GER;Marc-André ter Stegen;VRATAR;30041992;2016
GER;Shkodran Mustafi;BRANILEC;17041992;2016
GER;Benedikt Höwedes;BRANILEC;29021988;2016
GER;Bastian Schweinsteiger;VEZNI IGRALEC;1081984;2016
GER;André Schürrle;VEZNI IGRALEC;6111990;2016
GER;Lukas Podolski;NAPADALEC;4061985;2016
GER;Julian Draxler;NAPADALEC;20091993;2016
GER;Emre Can;VEZNI IGRALEC;12011994;2016
GER;Julian Weigl;VEZNI IGRALEC;8091995;2016
GER;Jonathan Tah;BRANILEC;11021996;2016
GER;Leroy Sané;VEZNI IGRALEC;11011996;2016
GER;Manuel Neuer;VRATAR;27031986;2016
GER;Jonas Hector;BRANILEC;27051990;2016
GER;Mats Hummels;BRANILEC;16121988;2016
GER;Sami Khedira;VEZNI IGRALEC;4041987;2016
GER;Mesut Özil;VEZNI IGRALEC;15101988;2016
GER;Thomas Müller;NAPADALEC;13091989;2016
GER;Jérôme Boateng;BRANILEC;3091988;2016
GER;Toni Kroos;VEZNI IGRALEC;4011990;2016
GER;Mario Götze;VEZNI IGRALEC;3061992;2016
GER;Joshua Kimmich;BRANILEC;8021995;2016
GER;Mario Gomez;NAPADALEC;10071985;2016
NIR;Roy Carroll;NEZNANO;30091977;2016
NIR;Alan Mannus;NEZNANO;19051982;2016
NIR;Conor McLaughlin;BRANILEC;26071991;2016
NIR;Shane Ferguson;VEZNI IGRALEC;12071991;2016
NIR;Chris Baird;BRANILEC;25021982;2016
NIR;Niall McGinn;NAPADALEC;20071987;2016
NIR;Will Grigg;NAPADALEC;3071991;2016
NIR;Kyle Lafferty;NAPADALEC;16091987;2016
NIR;Luke McCullough;BRANILEC;15021994;2016
NIR;Paddy McNair;BRANILEC;27041995;2016
NIR;Josh Magennis;VEZNI IGRALEC;15081990;2016
NIR;Lee Hodson;BRANILEC;2101991;2016
NIR;Michael McGovern;VRATAR;12071984;2016
NIR;Gareth McAuley;NEZNANO;5121979;2016
NIR;Jonny Evans;BRANILEC;3011988;2016
NIR;Steven Davis;NEZNANO;1011985;2016
NIR;Conor Washington;NAPADALEC;18051992;2016
NIR;Corry Evans;VEZNI IGRALEC;30071990;2016
NIR;Stuart Dallas;VEZNI IGRALEC;19041991;2016
NIR;Oliver Norwood;VEZNI IGRALEC;12041991;2016
NIR;Aaron Hughes;BRANILEC;8111979;2016
NIR;Jamie Ward;NAPADALEC;12051986;2016
NIR;Craig Cathcart;BRANILEC;6021989;2016
POL;Wojciech Szczęsny;VRATAR;18041990;2016
POL;Artur Boruc;VRATAR;20021980;2016
POL;Krzysztof Mączyński;VEZNI IGRALEC;23051987;2016
POL;Karol Linetty;VEZNI IGRALEC;2021995;2016
POL;Kamil Grosicki;VEZNI IGRALEC;8061988;2016
POL;Mariusz Stępiński;NAPADALEC;12051995;2016
POL;Jakub Wawrzyniak;BRANILEC;7071983;2016
POL;Jakub Blaszczykowski;VEZNI IGRALEC;14121985;2016
POL;Sławomir Peszko;VEZNI IGRALEC;19021985;2016
POL;Bartosz Salamon;BRANILEC;1051991;2016
POL;Łukasz Piszczek;BRANILEC;3061985;2016
POL;Filip Starzyński;VEZNI IGRALEC;27051991;2016
POL;Łukasz Fabiański;VRATAR;18041985;2016
POL;Michał Pazdan;BRANILEC;21091987;2016
POL;Artur Jędrzejczyk;BRANILEC;4111987;2016
POL;Thiago Cionek;BRANILEC;21041986;2016
POL;Tomasz Jodłowiec;BRANILEC;8091985;2016
POL;Arkadiusz Milik;NAPADALEC;28021994;2016
POL;Robert Lewandowski;NAPADALEC;21081988;2016
POL;Grzegorz Krychowiak;VEZNI IGRALEC;29011990;2016
POL;Kamil Glik;BRANILEC;3021988;2016
POL;Piotr Zieliński;VEZNI IGRALEC;20051994;2016
POL;Bartosz Kapustka;VEZNI IGRALEC;23121996;2016
UKR;Denys Boyko;VRATAR;29011988;2016
UKR;Mykyta Shevchenko;VRATAR;26011993;2016
UKR;Anatoliy Tymoshchuk;VEZNI IGRALEC;30031979;2016
UKR;Viktor Kovalenko;VEZNI IGRALEC;14021996;2016
UKR;Yevhen Seleznyov;NAPADALEC;20071985;2016
UKR;Vyacheslav Shevchuk;BRANILEC;13051979;2016
UKR;Pylyp Budkivskiy;NAPADALEC;10031992;2016
UKR;Serhiy Sydorchuk;VEZNI IGRALEC;2051991;2016
UKR;Serhiy Rybalka;VEZNI IGRALEC;1041990;2016
UKR;Denys Garmash;VEZNI IGRALEC;19041990;2016
UKR;Yaroslav Rakitskyy;BRANILEC;3081989;2016
UKR;Oleksandr Karavaiev;BRANILEC;2061992;2016
UKR;Andriy Pyatov;VRATAR;28061984;2016
UKR;Bohdan Butko;BRANILEC;13011991;2016
UKR;Yevhen Khacheridi;BRANILEC;28071987;2016
UKR;Olexandr Kucher;BRANILEC;22101982;2016
UKR;Taras Stepanenko;VEZNI IGRALEC;8081989;2016
UKR;Andriy Yarmolenko;VEZNI IGRALEC;23101989;2016
UKR;Roman Zozulya;NAPADALEC;17111989;2016
UKR;Yevhen Konoplyanka;VEZNI IGRALEC;29091989;2016
UKR;Ruslan Rotan;NEZNANO;29101981;2016
UKR;Artem Fedetskiy;BRANILEC;26041985;2016
UKR;Oleksandr Zinchenko;BRANILEC;15121996;2016
ENG;Fraser Forster;VRATAR;17031988;2016
ENG;Tom Heaton;VRATAR;15041986;2016
ENG;Kyle Walker;BRANILEC;28051990;2016
ENG;Danny Rose;BRANILEC;2071990;2016
ENG;James Milner;VEZNI IGRALEC;4011986;2016
ENG;Raheem Sterling;NAPADALEC;8121994;2016
ENG;Harry Kane;NAPADALEC;28071993;2016
ENG;Wayne Rooney;NAPADALEC;24101985;2016
ENG;John Stones;BRANILEC;28051994;2016
ENG;Ross Barkley;VEZNI IGRALEC;5121993;2016
ENG;Dele Alli;VEZNI IGRALEC;11041996;2016
ENG;Marcus Rashford;NAPADALEC;31101997;2016
NEZNANO;Joe Hart;VRATAR;19041987;2016
ENG;Gary Cahill;BRANILEC;19121985;2016
ENG;Chris Smalling;BRANILEC;22111989;2016
ENG;Adam Lallana;VEZNI IGRALEC;10051988;2016
ENG;Jamie Vardy;NAPADALEC;11011987;2016
ENG;Nathaniel Clyne;BRANILEC;5041991;2016
ENG;Jordan Henderson;VEZNI IGRALEC;17061990;2016
ENG;Daniel Sturridge;NAPADALEC;1091989;2016
ENG;Eric Dier;BRANILEC;15011994;2016
NEZNANO;Jack Wilshere;VEZNI IGRALEC;1011992;2016
ENG;Ryan Bertrand;BRANILEC;5081989;2016
SVK;Ján Mucha;VRATAR;5121982;2016
SVK;Ján Novota;NEZNANO;29111983;2016
SVK;Norbert Gyömbér;BRANILEC;3071992;2016
SVK;Ján Greguš;VEZNI IGRALEC;29011991;2016
SVK;Stanislav Šesták;NAPADALEC;16121982;2016
SVK;Miroslav Stoch;VEZNI IGRALEC;19101989;2016
SVK;Adam Nemec;NAPADALEC;2091985;2016
SVK;Patrik Hrošovský;VEZNI IGRALEC;22041992;2016
SVK;Milan Škriniar;BRANILEC;11021995;2016
SVK;Kornel Saláta;BRANILEC;24011985;2016
SVK;Dušan Švento;BRANILEC;1081985;2016
SVK;Michal Ďuriš;NAPADALEC;1061988;2016
SVK;Matúš Kozáčik;NEZNANO;27121983;2016
SVK;Peter Pekarík;BRANILEC;30101986;2016
SVK;Martin Škrtel;BRANILEC;15121984;2016
SVK;Ján Ďurica;BRANILEC;10121981;2016
SVK;Vladimír Weiss;VEZNI IGRALEC;30111989;2016
SVK;Ondrej Duda;VEZNI IGRALEC;5121994;2016
SVK;Tomáš Hubočan;BRANILEC;17091985;2016
SVK;Marek Hamšík;NEZNANO;27071987;2016
SVK;Juraj Kucka;VEZNI IGRALEC;26021987;2016
SVK;Róbert Mak;NAPADALEC;8031991;2016
SVK;Viktor Pečovský;VEZNI IGRALEC;24051983;2016
WAL;Owain Fôn Williams;VRATAR;17031987;2016
WAL;Danny Ward;VRATAR;22061993;2016
WAL;Andy King;VEZNI IGRALEC;29101988;2016
WAL;Hal Robson-Kanu;NAPADALEC;21051989;2016
WAL;George Williams;NAPADALEC;7091995;2016
WAL;David Edwards;VEZNI IGRALEC;3021986;2016
WAL;Jazz Richards;BRANILEC;12041991;2016
WAL;David Cotterill;NAPADALEC;4121987;2016
WAL;James Collins;BRANILEC;23081983;2016
WAL;Jonny Williams;VEZNI IGRALEC;9101993;2016
WAL;David Vaughan;VEZNI IGRALEC;18021983;2016
WAL;Simon Church;NAPADALEC;10121988;2016
WAL;Wayne Hennessey;VRATAR;24011987;2016
WAL;Chris Gunter;BRANILEC;21071989;2016
WAL;Neil Taylor;BRANILEC;7021989;2016
WAL;Ben Davies;BRANILEC;24041993;2016
WAL;James Chester;BRANILEC;23011989;2016
WAL;Ashley Williams;BRANILEC;23081984;2016
WAL;Joe Allen;VEZNI IGRALEC;14031990;2016
WAL;Aaron Ramsey;VEZNI IGRALEC;26121990;2016
WAL;Gareth Bale;NAPADALEC;16071989;2016
WAL;Joe Ledley;VEZNI IGRALEC;23011987;2016
WAL;Sam Vokes;NAPADALEC;21101989;2016
RUS;Yuri Lodygin;VRATAR;26051990;2016
RUS;Guilherme;VRATAR;12121985;2016
RUS;Roman Shishkin;BRANILEC;27011987;2016
RUS;Roman Neustädter;BRANILEC;18021988;2016
RUS;Aleksei Berezutski;BRANILEC;20061982;2016
RUS;Artur Iusupov;VEZNI IGRALEC;1091989;2016
RUS;Aleksandr Golovin;VEZNI IGRALEC;30051996;2016
RUS;Oleg Shatov;VEZNI IGRALEC;29071990;2016
RUS;Oleg Ivanov;VEZNI IGRALEC;4081986;2016
RUS;Aleksandr Samedov;VEZNI IGRALEC;19071984;2016
RUS;Dmitri Torbinski;VEZNI IGRALEC;28041984;2016
RUS;Georgi Schennikov;BRANILEC;27041991;2016
RUS;Igor Akinfeev;VRATAR;8041986;2016
RUS;Igor Smolnikov;BRANILEC;8081988;2016
RUS;Sergei Ignashevich;BRANILEC;14071979;2016
RUS;Denis Glushakov;VEZNI IGRALEC;27011987;2016
RUS;Aleksandr Kokorin;NAPADALEC;19031991;2016
RUS;Fedor Smolov;NAPADALEC;9021990;2016
RUS;Pavel Mamaev;VEZNI IGRALEC;17091988;2016
RUS;Vasili Berezutski;BRANILEC;20061982;2016
RUS;Roman Shirokov;VEZNI IGRALEC;6071981;2016
RUS;Artem Dzyuba;NAPADALEC;22081988;2016
RUS;Dmitri Kombarov;BRANILEC;22011987;2016
FRA;Steve Mandanda;VRATAR;28031985;2016
FRA;Benoît Costil;VRATAR;3071987;2016
FRA;Christophe Jallet;BRANILEC;31101983;2016
FRA;N'Golo Kanté;VEZNI IGRALEC;29031991;2016
FRA;Dimitri Payet;NAPADALEC;29031987;2016
FRA;Olivier Giroud;NAPADALEC;30091986;2016
FRA;Anthony Martial;NAPADALEC;5121995;2016
FRA;Morgan Schneiderlin;VEZNI IGRALEC;8111989;2016
FRA;Eliaquim Mangala;BRANILEC;13021991;2016
FRA;Blaise Matuidi;VEZNI IGRALEC;9041987;2016
FRA;Lucas Digne;BRANILEC;20071993;2016
FRA;Samuel Umtiti;BRANILEC;14111993;2016
FRA;Hugo Lloris;VRATAR;26121986;2016
FRA;Patrice Evra;BRANILEC;15051981;2016
FRA;Adil Rami;BRANILEC;27121985;2016
FRA;Yohan Cabaye;VEZNI IGRALEC;14011986;2016
FRA;Antoine Griezmann;VEZNI IGRALEC;21031991;2016
FRA;André-Pierre Gignac;NAPADALEC;5121985;2016
FRA;Paul Pogba;VEZNI IGRALEC;15031993;2016
FRA;Moussa Sissoko;VEZNI IGRALEC;16081989;2016
FRA;Bacary Sagna;BRANILEC;14021983;2016
FRA;Kingsley Coman;NAPADALEC;13061996;2016
FRA;Laurent Koscielny;BRANILEC;10091985;2016
SUI;Marwin Hitz;VRATAR;18091987;2016
SUI;Roman Bürki;VRATAR;14111990;2016
SUI;Francois Moubandje;BRANILEC;21061990;2016
SUI;Nico Elvedi;BRANILEC;30091996;2016
SUI;Steve von Bergen;BRANILEC;10061983;2016
SUI;Michael Lang;BRANILEC;8021991;2016
SUI;Fabian Frei;VEZNI IGRALEC;8011989;2016
SUI;Haris Seferović;NAPADALEC;22021992;2016
SUI;Denis Zakaria;VEZNI IGRALEC;20111996;2016
SUI;Gelson Fernandes;VEZNI IGRALEC;2091986;2016
SUI;Shani Tarashaj;NAPADALEC;7021995;2016
SUI;Eren Derdiyok;NAPADALEC;12061988;2016
SUI;Yann Sommer;VRATAR;17121988;2016
SUI;Stephan Lichtsteiner;BRANILEC;16011984;2016
SUI;Breel Embolo;NAPADALEC;14021997;2016
SUI;Granit Xhaka;VEZNI IGRALEC;27091992;2016
SUI;Valon Behrami;VEZNI IGRALEC;19041985;2016
SUI;Ricardo Rodríguez;BRANILEC;25081992;2016
SUI;Blerim Dzemaili;VEZNI IGRALEC;12041986;2016
SUI;Admir Mehmedi;NAPADALEC;16031991;2016
SUI;Johan Djourou;BRANILEC;18011987;2016
SUI;Fabian Schär;BRANILEC;20121991;2016
SUI;Xherdan Shaqiri;VEZNI IGRALEC;10101991;2016
ALB;Orges Shehi;VRATAR;25091977;2016
ALB;Alban Hoxha;VRATAR;23111987;2016
FRA;Lorik Cana;VEZNI IGRALEC;27071983;2016
ALB;Frédéric Veseli;BRANILEC;20111992;2016
ALB;Shkëlzen Gashi;NAPADALEC;15071988;2016
ALB;Taulant Xhaka;VEZNI IGRALEC;28031991;2016
ALB;Sokol Çikalleshi;NAPADALEC;27071990;2016
ALB;Naser Aliji;BRANILEC;27121993;2016
ALB;Bekim Balaj;NAPADALEC;11011991;2016
ALB;Ergys Kaçe;VEZNI IGRALEC;8071993;2016
ALB;Odise Roshi;VEZNI IGRALEC;22051991;2016
ALB;Etrit Berisha;VRATAR;10031989;2016
ALB;Andi Lila;BRANILEC;12021986;2016
ALB;Ermir Lenjani;VEZNI IGRALEC;5081989;2016
ALB;Elseid Hysaj;BRANILEC;2021994;2016
ALB;Ansi Agolli;BRANILEC;11101982;2016
ALB;Migjen Basha;VEZNI IGRALEC;5011987;2016
ALB;Ledian Memushaj;VEZNI IGRALEC;7121986;2016
ALB;Armando Sadiku;NAPADALEC;27051991;2016
ALB;Mërgim Mavraj;BRANILEC;9061986;2016
ALB;Arlind Ajeti;BRANILEC;25091993;2016
ALB;Amir Abrashi;VEZNI IGRALEC;27031990;2016
ROU;Costel Pantilimon;VRATAR;1021987;2016
ROU;Silviu Lung;VRATAR;4061989;2016
ROU;Răzvan Raţ;BRANILEC;26051981;2016
ROU;Cosmin Moţi;BRANILEC;3121984;2016
ROU;Alexandru Chipciu;BRANILEC;18051989;2016
ROU;Mihai Pintilii;VEZNI IGRALEC;9111984;2016
ROU;Gabriel Torje;VEZNI IGRALEC;22111989;2016
ROU;Claudiu Keșerü;NAPADALEC;2121986;2016
ROU;Florin Andone;NAPADALEC;11041993;2016
ROU;Valerică Găman;BRANILEC;25021989;2016
ROU;Steliano Filip;BRANILEC;15051994;2016
ROU;Lucian Sânmărtean;NEZNANO;13031980;2016
ROU;Ciprian Tătăruşanu;VRATAR;9021986;2016
ROU;Alexandru Măţel;BRANILEC;17101989;2016
ROU;Ovidiu Hoban;VEZNI IGRALEC;27121982;2016
ROU;Vlad Chiricheş;BRANILEC;14111989;2016
ROU;Denis Alibec;NAPADALEC;5011991;2016
ROU;Nicolae Stanciu;VEZNI IGRALEC;7051993;2016
ROU;Andrei Prepeliţă;VEZNI IGRALEC;8121985;2016
ROU;Bogdan Stancu;NAPADALEC;28061987;2016
ROU;Adrian Popa;NAPADALEC;24071988;2016
ROU;Dragoş Grigore;BRANILEC;7091986;2016
ROU;Cristian Săpunaru;BRANILEC;5041984;2016
AUT;Heinz Lindner;VRATAR;17071990;2016
AUT;Ramazan Özcan;VRATAR;28061984;2016
AUT;György Garics;VEZNI IGRALEC;8031984;2016
AUT;Rubin Okotie;NAPADALEC;6061987;2016
AUT;Markus Suttner;BRANILEC;16041987;2016
AUT;Kevin Wimmer;BRANILEC;15111992;2016
AUT;Alessandro Schöpf;VEZNI IGRALEC;7021994;2016
AUT;Lukas Hinterseer;NAPADALEC;28031991;2016
AUT;Marc Janko;NAPADALEC;25061983;2016
AUT;Jakob Jantscher;NAPADALEC;8011989;2016
AUT;Robert Almer;NEZNANO;20031984;2016
AUT;Martin Hinteregger;BRANILEC;7091992;2016
AUT;Christian Fuchs;BRANILEC;7041986;2016
AUT;Stefan Ilsanker;VEZNI IGRALEC;18051989;2016
AUT;Marko Arnautović;NAPADALEC;19041989;2016
AUT;David Alaba;NEZNANO;24061992;2016
GER;Martin Harnik;VEZNI IGRALEC;10061987;2016
AUT;Julian Baumgartlinger;VEZNI IGRALEC;2011988;2016
AUT;Sebastian Prödl;BRANILEC;21061987;2016
AUT;Florian Klein;BRANILEC;17111986;2016
AUT;Marcel Sabitzer;VEZNI IGRALEC;17031994;2016
POR;Anthony Lopes;VRATAR;1101990;2016
POR;Eduardo;VRATAR;19091982;2016
POR;Bruno Alves;BRANILEC;27111981;2016
POR;José Fonte;BRANILEC;22121983;2016
POR;Éder;NAPADALEC;22121987;2016
POR;João Mário;VEZNI IGRALEC;19011993;2016
POR;Danilo;VEZNI IGRALEC;9091991;2016
POR;Renato Sanches;VEZNI IGRALEC;18081997;2016
POR;Rafa Silva;NAPADALEC;17051993;2016
POR;Eliseu;BRANILEC;1101983;2016
POR;Cédric;BRANILEC;31081991;2016
POR;Adrien Silva;VEZNI IGRALEC;15031989;2016
POR;Rui Patrício;VRATAR;15021988;2016
POR;Pepe;BRANILEC;26021983;2016
POR;Raphaël Guerreiro;BRANILEC;22121993;2016
POR;Ricardo Carvalho;BRANILEC;18051978;2016
POR;Cristiano Ronaldo;NAPADALEC;5021985;2016
POR;João Moutinho;VEZNI IGRALEC;8091986;2016
POR;Vieirinha;BRANILEC;24011986;2016
POR;William Carvalho;VEZNI IGRALEC;7041992;2016
POR;André Gomes;VEZNI IGRALEC;30071993;2016
POR;Nani;VEZNI IGRALEC;17111986;2016
POR;Ricardo Quaresma;VEZNI IGRALEC;26091983;2016
HUN;Dénes Dibusz;VRATAR;16111990;2016
HUN;Péter Gulácsi;VRATAR;6051990;2016
HUN;Mihály Korhut;BRANILEC;1121988;2016
HUN;Attila Fiola;BRANILEC;17021990;2016
HUN;Ákos Elek;VEZNI IGRALEC;21071988;2016
HUN;Ádám Szalai;NAPADALEC;9121987;2016
HUN;Krisztián Németh;NAPADALEC;5011989;2016
HUN;Dániel Böde;NAPADALEC;24101986;2016
HUN;Gergő Lovrencsics;BRANILEC;1091988;2016
HUN;Ádám Pintér;BRANILEC;12061988;2016
HUN;Nemanja Nikolić;NAPADALEC;31121987;2016
HUN;Barnabás Bese;BRANILEC;6051994;2016
HUN;Gábor Király;VRATAR;1041976;2016
HUN;Ádám Lang;BRANILEC;17011993;2016
HUN;Tamás Kádár;BRANILEC;14031990;2016
HUN;Balázs Dzsudzsák;NAPADALEC;23121986;2016
HUN;Ádám Nagy;VEZNI IGRALEC;17061995;2016
HUN;Zoltán Gera;NEZNANO;22041979;2016
HUN;László Kleinheisler;VEZNI IGRALEC;8041994;2016
HUN;Zoltán Stieber;VEZNI IGRALEC;16101988;2016
HUN;Tamás Priskin;NAPADALEC;27091986;2016
HUN;Richárd Guzmics;BRANILEC;16041987;2016
HUN;Roland Juhász;BRANILEC;1071983;2016
ISL;Ögmundur Kristinsson;VRATAR;19061989;2016
ISL;Ingvar Jónsson;VRATAR;18101989;2016
ISL;Haukur Heidar Hauksson;BRANILEC;1091991;2016
ISL;Hjörtur Hermannsson;BRANILEC;8021995;2016
ISL;Sverrir Ingason;BRANILEC;5081993;2016
ISL;Alfred Finnbogason;NAPADALEC;1021989;2016
ISL;Rúnar Már Sigurjónsson;VEZNI IGRALEC;18061990;2016
ISL;Elmar Bjarnason;BRANILEC;4031987;2016
ISL;Hördur Magnússon;BRANILEC;11021993;2016
ISL;Emil Hallfredsson;VEZNI IGRALEC;29061984;2016
ISL;Arnór Ingvi Traustason;VEZNI IGRALEC;30041993;2016
ISL;Eidur Gudjohnsen;NEZNANO;15091978;2016
ISL;Hannes Halldórsson;VRATAR;27041984;2016
ISL;Birkir Saevarsson;BRANILEC;11111984;2016
ISL;Ragnar Sigurdsson;BRANILEC;19061986;2016
ISL;Johann Gudmundsson;NAPADALEC;27101990;2016
ISL;Birkir Bjarnason;VEZNI IGRALEC;27051988;2016
ISL;Kolbeinn Sigthórsson;NAPADALEC;14031990;2016
ISL;Gylfi Sigurdsson;VEZNI IGRALEC;8091989;2016
ISL;Kári Árnason;BRANILEC;13101982;2016
ISL;Jón Dadi Bödvarsson;NAPADALEC;25051992;2016
ISL;Aron Gunnarsson;VEZNI IGRALEC;22041989;2016
ISL;Ari Skúlason;BRANILEC;14051987;2016
IRL;Keiren Westwood;VRATAR;23101984;2016
IRL;Shay Given;VRATAR;20041976;2016
IRL;Richard Keogh;BRANILEC;11081986;2016
IRL;Aiden McGeady;VEZNI IGRALEC;4041986;2016
IRL;Robbie Keane;NEZNANO;8071980;2016
IRL;James McClean;VEZNI IGRALEC;22041989;2016
IRL;Shane Duffy;BRANILEC;1011992;2016
IRL;Jon Walters;NEZNANO;20091983;2016
IRL;Cyrus Christie;BRANILEC;30091992;2016
IRL;David Meyler;NEZNANO;29051989;2016
IRL;Daryl Murphy;NAPADALEC;15031983;2016
IRL;Stephen Quinn;VEZNI IGRALEC;1041986;2016
IRL;Darren Randolph;VRATAR;12051987;2016
IRL;Seamus Coleman;BRANILEC;11101988;2016
IRL;Ciaran Clark;BRANILEC;26091989;2016
IRL;John O'Shea;NEZNANO;30041981;2016
IRL;Glenn Whelan;NEZNANO;13011984;2016
IRL;James McCarthy;VEZNI IGRALEC;12111990;2016
IRL;Shane Long;NAPADALEC;22011987;2016
IRL;Jeff Hendrick;VEZNI IGRALEC;31011992;2016
IRL;Stephen Ward;BRANILEC;20081985;2016
IRL;Robbie Brady;VEZNI IGRALEC;14011992;2016
IRL;Wes Hoolahan;VEZNI IGRALEC;20051982;2016
BEL;Simon Mignolet;VRATAR;6031988;2016
BEL;Jean-François Gillet;VRATAR;31051979;2016
BEL;Radja Nainggolan;VEZNI IGRALEC;4051988;2016
BEL;Marouane Fellaini;VEZNI IGRALEC;22111987;2016
BEL;Dries Mertens;NAPADALEC;6051987;2016
BEL;Jason Denayer;BRANILEC;28061995;2016
BEL;Divock Origi;NAPADALEC;18041995;2016
BEL;Christian Kabasele;BRANILEC;24021991;2016
BEL;Christian Benteke;NAPADALEC;3121990;2016
BEL;Jordan Lukaku;BRANILEC;25071994;2016
BEL;Michy Batshuayi;NAPADALEC;2101993;2016
BEL;Laurent Ciman;BRANILEC;5081985;2016
BEL;Thibaut Courtois;VRATAR;11051992;2016
BEL;Toby Alderweireld;BRANILEC;2031989;2016
BEL;Thomas Vermaelen;NEZNANO;14111985;2016
BEL;Jan Vertonghen;BRANILEC;24041987;2016
BEL;Axel Witsel;VEZNI IGRALEC;12011989;2016
BEL;Kevin De Bruyne;VEZNI IGRALEC;28061991;2016
BEL;Romelu Lukaku;NAPADALEC;13051993;2016
BEL;Eden Hazard;NAPADALEC;7011991;2016
BEL;Yannick Carrasco;NAPADALEC;4091993;2016
BEL;Thomas Meunier;BRANILEC;12091991;2016
BEL;Mousa Dembélé;NAPADALEC;16071987;2016
TUR;Onur Kıvrak;VRATAR;1011988;2016
TUR;Harun Tekin;VRATAR;17061989;2016
TUR;Semih Kaya;BRANILEC;24021991;2016
TUR;Ahmet Çalık;BRANILEC;26021994;2016
GER;Nuri Şahin;VEZNI IGRALEC;5091988;2016
TUR;Cenk Tosun;NAPADALEC;7061991;2016
